Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
430000,1,1,1,3,500,2
450000,1,1,1,3,500,2
450000,1,1,1,3,500,2
450000,1,1,1,3,500,1
450000,1,1,1,3,500,2
470000,1,1,1,3,500,2
475000,1,1,1,3,500,1
480000,1,1,1,3,500,2
490000,1,1,1,3,500,2
490000,1,1,1,3,500,2
490000,1,1,1,3,500,1
500000,1,1,1,3,500,2
500000,1,1,1,3,500,2
510000,1,1,1,3,500,2
515000,1,1,1,3,500,2
550000,1,1,1,3,500,1
530000,1,1,1,3,501,2
399000,1,1,1,3,502,1
480000,1,1,1,3,502,2
500000,1,1,1,3,502,1
500000,1,1,1,3,502,2
505000,1,1,1,3,502,2
520000,1,1,1,3,502,2
520000,1,1,1,3,502,2
555000,1,1,1,3,502,2
565000,1,3,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
565000,1,1,1,3,502,2
570000,1,1,1,3,502,2
570000,1,1,1,3,502,2
570000,1,1,1,3,502,2
570000,1,1,1,3,502,2
570000,1,1,1,3,502,2
570000,1,1,1,3,502,2
579000,1,1,1,3,502,2
590000,1,1,1,3,502,2
610000,1,1,1,3,502,1
688000,1,1,1,3,502,2
125000,2,1,1,2,503,0
550000,1,1,1,3,506,1
630000,1,1,1,3,506,1
630000,1,1,1,3,506,1
690000,1,1,2,3,506,2
520000,1,1,1,3,507,2
428000,1,1,1,3,510,1
1122000,1,1,1,1,510,1
500000,1,1,1,3,514,2
530000,1,1,1,3,514,1
520000,1,1,1,3,515,2
570000,1,1,1,3,515,2
476420,1,2,1,3,517,1
480000,1,1,1,3,517,1
482230,1,2,1,3,517,1
360000,1,1,1,3,518,1
360000,1,1,1,3,518,1
360000,1,1,1,3,518,1
360000,1,1,1,3,518,1
360000,1,1,1,3,518,1
355000,1,1,1,3,520,2
358000,1,1,1,1,520,2
370000,1,1,1,3,520,2
399000,1,1,1,3,520,2
430000,1,1,1,3,520,2
430000,1,1,1,3,520,2
460000,1,1,1,3,520,1
479000,1,1,1,3,520,2
485000,1,1,1,3,520,2
490000,1,1,1,3,520,2
490000,1,1,1,3,520,2
500000,1,1,1,3,520,2
520000,1,1,1,3,520,2
360000,1,1,1,3,521,1
365000,1,1,1,3,521,1
380000,1,1,1,3,521,1
560000,1,1,1,3,521,2
500000,1,1,1,3,522,2
500000,1,1,1,3,522,2
520000,1,1,1,3,522,2
530000,1,1,1,1,522,2
540000,1,1,1,3,522,2
788000,1,1,1,3,524,2
790000,1,1,1,3,524,2
340000,1,1,1,3,526,1
351000,1,1,1,1,526,1
370000,1,1,2,1,526,1
420000,1,1,1,3,526,1
190000,2,1,1,2,527,0
199000,2,1,1,2,527,1
755000,1,1,1,1,527,2
770000,1,1,1,1,527,2
420000,1,1,1,3,529,1
210000,2,1,2,2,530,1
240000,2,1,2,2,530,1
400000,1,1,1,3,530,1
650000,1,1,1,3,530,1
650000,1,1,1,3,530,0
795000,1,1,1,3,530,1
485000,1,1,1,3,531,1
560000,1,1,1,3,532,2
560000,1,1,1,3,532,2
580000,1,1,1,3,533,2
690000,1,1,1,3,533,2
580000,2,2,2,3,535,2
580000,1,2,2,3,535,2
398000,1,1,1,3,536,1
735000,1,1,1,1,538,0
750000,1,1,1,1,538,0
750000,1,1,1,1,538,0
765000,1,1,1,1,538,0
769000,1,1,1,1,538,2
800000,1,1,1,1,538,2
800000,1,1,1,1,538,0
810000,1,1,1,1,538,2
820000,1,1,1,1,538,2
830000,1,1,1,1,538,2
888000,1,1,1,1,538,2
900000,1,1,1,1,538,2
165000,2,1,1,2,540,0
168000,2,1,1,2,540,1
330000,1,1,1,3,543,1
330000,1,1,1,3,543,1
380000,1,1,1,3,543,1
205000,2,1,1,2,546,1
768000,1,1,1,3,546,2
469000,1,1,1,3,548,1
176000,2,1,1,2,549,1
350000,1,1,1,3,549,2
768600,1,1,1,3,549,2
1050000,1,1,1,3,549,2
130000,2,1,1,2,550,1
148000,2,1,1,2,550,1
170000,2,1,1,2,550,1
180000,2,1,1,2,550,1
198000,2,1,1,2,550,2
208000,2,1,1,0,550,1
230000,2,1,1,0,550,2
230000,2,1,1,2,550,1
348000,1,1,1,1,550,1
410000,1,1,1,3,550,1
480000,1,1,1,3,550,1
515000,1,1,1,3,550,1
555000,1,1,1,3,550,2
570000,1,1,1,3,550,2
605000,1,1,1,3,550,2
625000,1,1,1,3,550,2
625000,1,1,1,3,550,2
680000,1,1,1,3,550,2
750000,1,1,1,3,550,1
590000,1,1,1,1,551,2
590000,1,1,1,1,551,2
570000,1,1,1,1,555,2
570000,1,1,1,1,555,2
590000,1,1,1,1,555,2
590000,1,1,1,1,555,2
613700,1,1,1,1,555,2
613700,1,1,1,1,555,1
680000,1,1,1,1,555,2
920000,1,1,1,1,555,2
409000,1,1,1,3,556,2
363000,2,2,2,1,558,1
385000,1,1,1,3,558,2
399000,1,1,1,3,558,2
172000,2,1,1,2,560,1
360000,1,1,1,3,560,1
400000,1,1,1,3,560,2
492000,1,1,1,3,560,2
492000,1,1,1,3,560,2
500000,1,1,1,3,560,2
505000,1,1,1,3,560,2
545000,1,1,1,3,560,2
550000,1,1,1,3,560,2
550000,1,1,1,3,560,2
556000,1,1,1,3,560,2
558000,1,1,2,3,560,1
560000,1,1,1,3,560,1
560000,1,1,1,3,560,2
560000,1,1,1,3,560,2
560000,1,1,1,3,560,2
560000,1,1,1,3,560,2
560000,1,1,1,3,560,2
560000,1,1,1,3,560,2
580000,1,1,1,3,560,2
600000,3,2,1,3,560,1
650000,3,2,1,3,560,1
728000,1,1,1,3,560,2
780000,1,1,1,3,560,2
784000,1,1,1,3,560,2
812000,1,1,1,3,560,2
968000,1,1,1,3,561,1
968000,1,1,1,3,561,1
380000,1,1,1,3,562,1
450000,1,1,1,3,563,1
450000,1,1,1,3,563,1
480000,1,1,1,3,563,2
480000,1,1,1,3,563,2
490000,1,1,1,3,563,2
530000,1,1,1,3,563,2
558000,1,1,1,3,563,2
558000,1,1,1,3,563,2
360000,2,1,1,3,565,1
390000,2,1,2,3,565,1
408000,2,1,2,3,565,1
428000,2,1,2,3,565,1
625000,1,1,1,3,565,1
560000,1,1,1,3,566,2
420000,2,2,1,1,567,1
370000,1,1,1,3,568,1
570000,1,1,1,3,568,2
580000,1,1,1,3,569,2
590000,1,1,1,3,569,2
1200000,1,1,1,3,569,2
1200000,1,1,1,3,569,2
1250000,1,1,1,3,569,2
1250000,1,1,1,3,569,2
1250000,1,1,1,3,569,2
1250000,1,1,1,3,569,2
1251800,1,1,1,3,569,2
480000,1,1,1,3,570,1
490000,1,1,1,3,570,2
525000,1,2,1,3,570,2
425000,1,1,1,3,572,1
420000,1,1,1,3,575,2
450000,2,1,2,3,575,1
450000,1,1,1,3,576,1
575000,1,1,1,3,576,2
635000,1,1,1,3,576,1
635000,1,1,1,3,576,2
300000,2,2,1,3,577,2
1180000,1,1,1,1,577,1
1200019,2,2,1,1,577,1
410000,1,1,1,3,578,2
415000,1,1,1,3,578,1
418000,1,2,1,3,578,1
420000,1,1,1,3,578,1
420000,1,2,1,3,578,1
420000,1,2,1,3,578,1
420000,1,1,1,3,578,1
430000,2,2,1,3,578,1
430000,1,1,1,3,578,2
430000,1,1,1,3,578,1
440000,1,1,1,3,578,1
440000,1,1,1,3,578,1
447000,1,1,1,3,578,0
448000,1,1,1,3,578,2
460000,1,1,1,3,578,2
460000,1,1,1,3,578,2
465000,1,1,1,3,578,2
465000,1,1,1,3,578,2
470000,1,1,1,3,578,2
530000,1,1,1,3,578,2
190000,2,1,1,2,580,0
230000,2,1,1,0,580,1
260000,1,1,1,1,580,1
628000,2,2,2,1,580,1
350000,1,1,1,3,581,1
359000,1,1,1,1,581,1
800000,1,1,1,3,583,2
800000,1,1,1,3,583,2
830000,1,1,1,3,583,2
1271800,1,1,1,3,583,2
550000,1,1,1,3,586,2
438000,1,1,1,3,587,2
450000,1,1,1,3,587,2
193000,2,2,2,2,588,0
195000,2,1,1,2,588,0
1006000,1,1,1,1,588,2
610000,1,1,1,3,591,2
320000,2,1,1,0,592,2
327600,2,1,1,3,592,1
431000,1,1,1,3,592,0
510000,2,1,1,0,592,1
510000,2,1,1,0,592,1
520000,3,2,1,0,592,2
535000,2,1,1,0,592,1
536000,2,2,1,0,592,1
1050000,1,1,1,3,592,2
420000,1,1,1,3,595,1
450000,1,1,1,3,595,2
450000,3,3,3,3,595,2
470000,1,1,1,3,595,2
554040,1,1,1,3,595,1
580000,2,1,1,3,595,1
580000,2,1,1,3,595,1
588000,2,1,1,3,595,1
588870,1,2,1,3,595,1
501433,1,1,1,3,596,1
140000,3,1,1,2,600,1
173000,2,1,1,0,600,1
180000,2,1,1,2,600,0
190000,2,1,1,2,600,0
199000,2,1,1,0,600,0
220000,2,2,1,0,600,2
220000,3,1,1,2,600,1
220000,3,1,1,2,600,1
230000,3,1,1,2,600,1
230000,2,1,1,0,600,0
230000,2,1,1,0,600,0
255000,2,1,1,0,600,1
255000,2,1,1,0,600,1
265000,2,1,1,0,600,0
280000,2,1,1,0,600,2
285000,2,1,1,0,600,1
310000,2,1,1,0,600,2
315000,2,1,1,0,600,2
315000,2,1,1,0,600,1
315000,2,1,1,0,600,1
320000,2,1,1,0,600,1
338000,1,1,2,3,600,2
388000,1,1,1,3,600,1
400000,1,1,1,1,600,2
415000,1,1,1,3,600,1
441300,1,1,1,3,600,1
441700,1,1,1,3,600,1
448000,1,1,1,1,600,2
448000,1,1,1,3,600,1
498000,1,1,1,1,600,2
530000,1,1,1,1,600,2
530000,1,1,1,1,600,2
850000,1,1,1,3,600,2
875000,1,1,1,3,600,2
930000,1,1,1,1,600,2
950000,3,3,2,3,600,2
468000,3,2,1,3,601,0
490000,3,2,1,3,601,0
516000,3,2,1,3,601,0
520000,3,2,2,3,601,0
850000,1,1,1,3,601,2
880000,2,1,1,3,601,2
865000,1,1,1,3,602,2
160000,2,1,1,0,603,0
165000,2,1,1,0,603,0
680000,1,1,1,3,603,2
730000,1,1,1,3,603,2
750000,1,1,1,3,603,2
750000,1,1,1,3,603,2
850000,1,1,1,3,603,2
870000,1,1,1,3,603,2
890000,1,1,1,3,603,2
936000,1,1,1,3,603,1
970000,1,1,1,3,603,2
980000,1,1,1,3,603,2
980000,1,1,1,3,603,2
980000,1,1,1,3,603,2
440000,2,1,1,3,604,0
445000,2,1,1,3,604,0
460000,1,1,1,3,604,0
460000,2,2,1,3,604,0
468000,1,2,1,3,604,0
350000,2,1,1,0,605,1
350000,2,1,1,0,605,1
352000,2,2,1,0,605,1
353000,2,2,1,0,605,1
353000,2,2,1,0,605,1
799000,1,1,1,3,605,2
799000,1,1,1,3,605,2
799000,1,1,1,3,605,2
964975,1,1,1,3,605,2
525000,1,1,1,1,606,1
400000,1,1,1,1,607,1
435000,1,1,1,1,607,2
450000,1,1,1,1,607,2
450000,1,1,1,1,607,2
588000,1,1,1,3,608,2
595000,1,1,1,3,608,2
600000,1,1,1,3,608,2
680000,1,1,1,3,608,2
729600,1,1,1,3,608,1
799000,1,1,1,3,608,2
830000,1,1,1,3,608,2
850000,1,1,1,3,608,2
580000,1,1,1,3,609,2
160000,2,1,2,2,610,0
310000,1,1,1,3,610,2
330000,1,1,1,3,610,2
350000,1,1,1,3,610,2
360000,1,1,1,3,610,2
360000,1,1,1,3,610,2
370000,1,1,1,3,610,2
380000,1,1,1,3,610,2
390000,1,1,1,3,610,0
410000,1,1,1,3,610,2
420000,1,1,1,1,610,1
420000,1,1,1,3,610,2
650000,1,1,1,3,610,2
650000,1,1,1,3,610,2
680000,1,1,1,3,610,2
720000,1,1,1,3,610,2
750000,1,1,1,3,610,2
750000,1,1,1,3,610,2
800000,1,1,1,3,610,1
850000,1,1,1,3,610,2
860000,1,1,1,3,610,2
860000,1,1,1,3,610,2
884500,1,1,1,3,610,2
888000,1,1,1,3,610,2
915000,1,1,1,3,610,2
950000,1,1,1,3,610,2
980000,1,2,1,3,610,2
435000,1,1,1,3,613,2
440000,1,1,1,3,613,2
460000,1,1,1,3,613,2
1080000,1,1,1,3,614,2
530000,1,2,1,3,615,1
928000,1,1,1,3,615,2
315000,1,1,1,3,618,2
325000,1,1,1,3,618,1
330000,1,1,1,3,618,1
330000,1,1,1,3,618,1
330000,1,1,1,3,618,1
340000,1,1,1,3,618,2
350000,1,1,1,3,618,2
350000,1,1,1,3,618,2
360000,1,1,1,3,618,1
360000,1,1,2,3,618,1
385000,1,1,1,3,618,1
340000,1,1,1,1,619,1
380000,2,2,1,1,619,0
390000,1,1,2,1,619,0
148000,3,2,1,0,620,0
150000,3,2,1,0,620,0
178000,3,1,1,2,620,1
301000,1,1,1,1,620,1
413000,1,1,1,3,621,1
451269,1,1,1,3,621,0
380000,1,1,1,3,622,1
435000,1,1,1,3,622,1
450000,2,1,2,3,622,1
528000,1,1,1,3,624,1
560000,1,1,1,3,624,1
616000,1,1,1,3,624,2
650000,1,1,1,1,624,2
670000,1,1,1,1,624,2
680000,1,1,1,1,624,1
688000,1,1,1,3,624,1
736000,1,1,1,0,624,1
780000,1,1,1,0,624,2
780000,1,1,1,3,624,2
780000,1,1,1,3,624,2
830000,1,1,1,0,624,2
900000,1,1,1,1,624,2
980000,1,1,1,1,624,2
990000,1,1,1,1,624,2
1060000,1,1,1,1,624,1
550000,1,1,1,3,625,2
650000,1,1,1,3,625,2
950000,1,1,1,3,625,1
960000,2,2,1,3,625,1
985000,1,1,1,3,625,1
985000,1,1,1,3,625,1
985000,1,1,1,3,625,1
985000,1,1,1,3,625,1
985000,1,1,1,3,625,1
988000,1,1,1,3,625,1
988000,1,1,1,3,625,1
988000,1,1,1,3,625,1
993000,1,1,1,3,625,1
998000,1,1,1,3,625,1
998000,1,1,1,3,625,1
998000,1,1,1,3,625,1
1000000,1,1,1,3,625,1
1000000,1,1,1,3,625,1
1000000,1,1,1,3,625,1
1050000,1,1,1,3,625,1
1055635,2,1,1,3,625,1
1062000,2,1,1,3,625,1
1062800,1,1,1,3,625,1
1062800,2,1,1,3,625,1
1065576,1,1,1,3,625,1
1066631,1,1,1,3,625,1
1077627,1,1,1,3,625,1
1077628,2,1,1,3,625,1
1078000,2,2,1,3,625,1
1080366,1,1,1,3,625,1
1100000,1,1,1,3,625,2
1148800,3,3,2,3,625,1
1149000,3,3,2,3,625,1
1155000,2,2,1,3,625,1
1178000,1,1,1,3,625,1
970000,2,2,1,3,627,2
978000,1,1,1,3,627,2
1100000,1,1,1,3,627,2
1160000,1,1,1,3,627,2
520000,1,1,1,3,630,2
1000000,1,1,1,1,630,2
1050000,2,1,1,1,630,1
1092789,1,1,1,1,630,2
1100000,1,1,1,1,630,2
1103150,1,1,1,1,630,2
1110000,1,1,1,1,630,1
1120000,1,1,1,1,630,2
1120000,1,1,1,1,630,2
1120000,1,1,1,1,630,2
1120000,1,1,1,1,630,2
1120000,1,1,1,1,630,1
1120000,1,1,1,1,630,2
1129000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1130000,1,1,1,1,630,2
1134000,1,1,1,1,630,1
1145000,1,1,1,1,630,2
1158000,1,1,1,1,630,2
1158000,1,1,1,1,630,2
1495888,1,1,1,1,630,2
530000,1,1,1,3,631,2
1300000,1,1,1,3,631,2
368000,2,2,1,1,632,1
398000,2,2,1,1,632,2
600000,1,1,1,3,633,2
600000,1,1,1,3,633,2
650000,1,1,1,3,633,2
650000,1,1,1,3,633,2
660000,1,1,1,3,633,2
660000,1,1,1,3,633,2
670000,1,1,1,3,633,2
670000,1,1,1,3,633,2
670000,1,1,1,3,633,2
690000,1,1,1,3,633,2
700000,1,1,1,3,633,2
700000,1,1,1,3,633,2
700000,1,1,1,3,633,2
710000,1,1,1,3,633,2
750000,1,1,1,3,633,2
680000,1,1,1,3,634,2
700000,1,1,2,3,634,2
700000,1,1,2,3,634,2
700000,1,1,1,3,634,2
710000,1,1,1,3,634,2
500000,2,1,1,0,635,1
520000,2,1,1,0,635,1
620000,1,1,1,3,635,2
685000,1,1,1,3,635,2
1000000,1,1,1,3,635,2
1000000,1,1,1,3,635,2
1060000,1,1,2,3,635,2
1100000,1,2,1,3,635,2
1100000,1,1,1,3,635,2
1100000,1,1,1,3,635,1
1100000,1,1,1,3,635,1
1100000,1,1,1,3,635,1
1120000,1,1,2,3,635,2
1130000,2,2,2,3,635,2
1130000,2,1,1,3,635,2
1148000,1,1,1,3,635,2
1180000,1,1,1,3,635,2
1180000,1,1,1,3,635,2
1220000,1,1,1,3,635,2
1250000,2,1,1,3,635,2
1500000,1,1,2,3,635,2
11500000,1,1,1,3,635,2
1100000,1,1,1,3,636,2
1198800,1,1,1,3,636,2
1198800,1,1,1,3,636,2
1198800,1,1,1,3,636,2
1199218,1,1,1,3,636,2
1200000,1,1,1,3,636,2
1205000,1,1,1,3,636,2
1250000,1,1,1,3,636,2
550000,1,1,1,3,638,2
570000,1,1,1,3,638,2
590000,1,1,1,3,638,2
610000,1,1,1,3,638,2
620000,1,1,1,3,638,1
1070996,1,1,1,3,638,1
1083802,2,1,1,3,638,1
170000,2,1,1,0,640,1
235000,2,1,1,2,640,0
250000,2,1,1,2,640,1
390000,2,1,1,0,640,1
454400,1,1,1,3,640,2
480000,1,1,1,3,640,2
480000,1,1,1,3,640,2
500000,1,1,1,3,640,2
530000,1,1,1,3,640,2
530000,1,1,1,3,640,2
530000,1,1,1,3,640,2
550000,1,1,1,3,640,2
560000,1,1,1,3,640,2
618000,1,1,1,3,640,2
670000,1,1,1,1,640,2
700000,1,1,1,3,642,2
706200,1,1,1,3,642,2
715000,1,1,1,3,642,2
850000,1,1,1,3,642,2
980000,1,1,1,1,642,2
389999,2,1,2,3,643,2
480000,2,2,1,3,645,2
490000,2,2,1,3,645,1
493000,1,1,2,3,645,2
493000,1,1,1,3,645,1
493000,1,1,1,3,645,2
499000,2,2,2,3,645,2
499000,1,1,2,3,645,2
499000,1,1,2,3,645,2
500000,2,2,1,3,645,1
500000,2,2,1,3,645,1
500000,2,2,1,3,645,1
515000,2,2,1,3,645,1
515000,1,1,1,3,645,2
516000,2,2,1,3,645,1
530000,2,2,1,3,645,2
530000,2,2,1,3,645,0
530000,2,2,1,3,645,2
540000,2,2,1,3,645,1
540000,1,1,1,3,645,2
549000,2,2,2,3,645,2
549000,2,2,2,3,645,2
549000,2,2,2,3,645,2
550000,2,2,2,3,645,1
550000,2,2,2,3,645,2
220000,2,1,1,0,646,1
300000,2,1,1,3,646,0
320000,2,1,1,3,646,0
320000,2,1,1,3,646,0
325000,2,1,1,3,646,0
390000,1,1,1,3,646,0
395000,1,1,1,3,646,0
412000,1,1,1,3,646,1
423000,1,1,1,3,646,2
423000,1,1,1,3,646,1
435000,1,1,1,3,646,1
460000,2,2,2,3,646,1
496900,2,2,2,3,646,1
850000,1,1,1,3,646,2
880000,1,1,1,3,646,2
900000,1,1,1,3,646,2
900000,1,1,1,3,646,2
320000,2,1,2,3,647,1
728000,1,1,1,3,647,1
728000,1,1,1,3,647,1
728100,1,1,1,3,647,1
340000,2,1,1,3,648,1
340000,2,1,1,3,648,1
350000,2,1,1,3,648,0
350000,2,1,2,3,648,0
538000,1,1,1,3,648,0
540000,1,1,1,3,648,0
545000,1,1,1,3,648,1
545000,1,2,1,3,648,0
550000,1,1,1,3,648,1
550000,1,1,1,3,648,0
550000,1,2,1,3,648,0
550000,1,2,1,3,648,0
555000,1,1,1,3,648,1
558000,1,2,1,3,648,0
560000,1,2,1,3,648,0
580000,1,1,1,3,648,0
600000,1,1,1,3,648,0
615000,1,1,1,3,648,0
640000,1,1,1,3,648,0
650000,1,1,1,3,648,0
820000,2,2,1,3,648,0
728000,1,1,1,3,649,1
1080000,1,1,1,1,649,1
1275000,1,1,2,1,649,1
1298000,1,1,1,1,649,1
140000,2,2,1,2,650,1
149999,2,1,1,2,650,0
160000,2,1,1,0,650,0
160000,3,2,1,0,650,1
175000,3,2,1,2,650,1
185000,3,2,1,2,650,1
185000,3,2,1,0,650,1
185000,3,2,1,2,650,0
198000,3,2,1,2,650,0
200000,2,2,1,2,650,0
210000,2,1,1,2,650,1
210000,3,2,1,2,650,0
210000,3,2,1,2,650,0
220000,2,2,1,0,650,0
223000,2,2,1,0,650,1
228000,3,1,2,0,650,1
228000,2,1,1,0,650,1
240000,3,2,1,0,650,0
245000,2,2,1,0,650,1
